Query,QueryT,QueryTime,Count
google.com,google.com731,731,6
myspace.com,myspace.com1918,1918,4
mapquest,mapquest387,387,1
myspace.com,myspace.com324,324,1
www.google.com,www.google.com62,62,3
www.google.com,www.google.com111,111,7
www.google.com,www.google.com1510,1510,8
www.google.com,www.google.com1673,1673,5
www.google.com,www.google.com1921,1921,1
myspace.com,myspace.com789,789,4
www.google.com,www.google.com310,310,3
www.google.com,www.google.com505,505,2
mapquest,mapquest2186,2186,1
yahoo.com,yahoo.com119,119,4
myspace.com,myspace.com170,170,3
myspace.com,myspace.com290,290,4
yahoo.com,yahoo.com358,358,7
yahoo.com,yahoo.com397,397,5
yahoo.com,yahoo.com577,577,3
yahoo.com,yahoo.com759,759,1
myspace.com,myspace.com963,963,3
myspace.com,myspace.com1012,1012,1
yahoo.com,yahoo.com1199,1199,6
yahoo.com,yahoo.com1914,1914,4
yahoo.com,yahoo.com2076,2076,2
google,google2044,2044,1
yahoo.com,yahoo.com2060,2060,8
yahoo,yahoo343,343,1
ebay,ebay246,246,1
google,google1112,1112,5
www.google.com,www.google.com251,251,7
www.google.com,www.google.com2085,2085,1
google.com,google.com501,501,12
yahoo.com,yahoo.com1811,1811,5
www.google.com,www.google.com1718,1718,2
myspace,myspace1275,1275,2
myspace,myspace2150,2150,3
www.google.com,www.google.com113,113,14
-,-1328,1328,9
google,google268,268,1
ebay,ebay1232,1232,1
www.google.com,www.google.com1381,1381,2
mapquest,mapquest283,283,4
yahoo.com,yahoo.com543,543,3
myspace.com,myspace.com838,838,5
-,-1082,1082,2
yahoo,yahoo200,200,6
yahoo,yahoo623,623,6
yahoo,yahoo714,714,3
yahoo,yahoo720,720,4
yahoo.com,yahoo.com772,772,3
yahoo,yahoo773,773,1
yahoo,yahoo938,938,5
yahoo,yahoo1273,1273,7
yahoo,yahoo1284,1284,3
yahoo,yahoo1345,1345,5
yahoo,yahoo1361,1361,8
yahoo,yahoo1411,1411,5
yahoo,yahoo1540,1540,1
myspace.com,myspace.com60,60,1
myspace.com,myspace.com976,976,2
yahoo,yahoo1198,1198,4
yahoo,yahoo1311,1311,2
yahoo,yahoo1462,1462,20
yahoo,yahoo1489,1489,3
yahoo,yahoo1536,1536,7
yahoo,yahoo1920,1920,2
myspace.com,myspace.com230,230,1
myspace.com,myspace.com234,234,5
myspace.com,myspace.com378,378,2
myspace.com,myspace.com379,379,6
yahoo,yahoo529,529,11
mapquest,mapquest767,767,8
www.google.com,www.google.com744,744,3
yahoo.com,yahoo.com66,66,8
google.com,google.com278,278,5
www.google.com,www.google.com778,778,2
mapquest,mapquest558,558,2
mapquest,mapquest631,631,2
google.com,google.com426,426,5
yahoo.com,yahoo.com1516,1516,1
www.google.com,www.google.com41,41,2
google.com,google.com399,399,1
myspace,myspace1363,1363,1
www.google.com,www.google.com477,477,3
google.com,google.com789,789,5
myspace.com,myspace.com1509,1509,3
yahoo,yahoo724,724,2
ebay,ebay1575,1575,4
ebay,ebay1761,1761,2
yahoo.com,yahoo.com1884,1884,7
yahoo,yahoo690,690,10
yahoo,yahoo909,909,5
yahoo,yahoo1592,1592,1
google.com,google.com1644,1644,6
www.google.com,www.google.com2133,2133,2
www.google.com,www.google.com158,158,7
www.google.com,www.google.com233,233,2
www.google.com,www.google.com663,663,3
www.google.com,www.google.com975,975,4
www.google.com,www.google.com1048,1048,1
www.google.com,www.google.com1170,1170,2
www.google.com,www.google.com1214,1214,2
www.google.com,www.google.com1215,1215,2
www.google.com,www.google.com2035,2035,1
www.google.com,www.google.com2057,2057,1
www.google.com,www.google.com2174,2174,3
google.com,google.com2006,2006,5
ebay,ebay194,194,1
google.com,google.com1769,1769,9
myspace.com,myspace.com1773,1773,5
myspace.com,myspace.com1793,1793,3
myspace.com,myspace.com1795,1795,7
myspace.com,myspace.com1797,1797,11
google,google1470,1470,2
mapquest,mapquest950,950,4
mapquest,mapquest1002,1002,6
google.com,google.com1666,1666,4
myspace.com,myspace.com1798,1798,7
google,google1120,1120,14
myspace,myspace1097,1097,3
myspace.com,myspace.com1807,1807,1
myspace.com,myspace.com2144,2144,2
myspace.com,myspace.com1433,1433,2
mapquest,mapquest700,700,1
yahoo.com,yahoo.com567,567,10
yahoo.com,yahoo.com709,709,2
yahoo.com,yahoo.com714,714,3
myspace.com,myspace.com1750,1750,8
-,-1256,1256,2
google.com,google.com2038,2038,10
myspace,myspace112,112,4
mapquest,mapquest1934,1934,9
google.com,google.com575,575,15
myspace.com,myspace.com1543,1543,2
google,google1062,1062,4
google.com,google.com1326,1326,1
google,google2045,2045,5
google.com,google.com546,546,6
myspace.com,myspace.com594,594,2
www.google.com,www.google.com279,279,3
mapquest,mapquest743,743,9
yahoo,yahoo1178,1178,2
mapquest,mapquest1259,1259,5
google.com,google.com480,480,5
google.com,google.com504,504,5
google.com,google.com693,693,17
google.com,google.com694,694,6
google.com,google.com880,880,2
google.com,google.com1298,1298,4
google.com,google.com1457,1457,3
google.com,google.com1538,1538,4
google.com,google.com1725,1725,6
yahoo.com,yahoo.com493,493,4
yahoo,yahoo950,950,2
google.com,google.com1744,1744,6
mapquest,mapquest1677,1677,3
-,-784,784,13
yahoo.com,yahoo.com1607,1607,3
google,google1701,1701,30
myspace.com,myspace.com1628,1628,9
myspace.com,myspace.com1989,1989,20
myspace.com,myspace.com2073,2073,1
myspace.com,myspace.com1176,1176,2
google.com,google.com1361,1361,2
google.com,google.com1486,1486,4
myspace.com,myspace.com1934,1934,8
yahoo,yahoo1759,1759,4
mapquest,mapquest352,352,6
ebay,ebay483,483,1
-,-1059,1059,2
myspace.com,myspace.com1238,1238,13
myspace.com,myspace.com2123,2123,2
mapquest,mapquest344,344,6
myspace.com,myspace.com602,602,7
myspace.com,myspace.com796,796,1
google.com,google.com767,767,2
google.com,google.com1534,1534,4
google.com,google.com1554,1554,3
ebay,ebay2007,2007,6
mapquest,mapquest1391,1391,5
yahoo.com,yahoo.com362,362,3
yahoo.com,yahoo.com1612,1612,2
myspace,myspace635,635,3
myspace,myspace666,666,2
myspace,myspace741,741,21
myspace,myspace802,802,2
myspace,myspace804,804,2
myspace,myspace830,830,1
myspace,myspace877,877,1
myspace,myspace911,911,5
myspace,myspace1394,1394,11
myspace,myspace1415,1415,4
myspace,myspace1561,1561,9
myspace,myspace1615,1615,1
myspace,myspace1619,1619,5
myspace,myspace1632,1632,5
myspace,myspace1658,1658,1
myspace,myspace2060,2060,10
mapquest,mapquest1886,1886,2
mapquest,mapquest639,639,4
mapquest,mapquest1100,1100,2
mapquest,mapquest1147,1147,3
mapquest,mapquest1621,1621,10
mapquest,mapquest2027,2027,1
google.com,google.com2172,2172,2
www.google.com,www.google.com1680,1680,3
www.google.com,www.google.com1750,1750,6
-,-1057,1057,4
-,-676,676,1
-,-887,887,9
myspace,myspace1640,1640,1
myspace,myspace2103,2103,5
www.google.com,www.google.com519,519,8
yahoo.com,yahoo.com255,255,3
www.google.com,www.google.com530,530,3
www.google.com,www.google.com572,572,3
mapquest,mapquest1379,1379,1
mapquest,mapquest1487,1487,1
yahoo,yahoo1144,1144,2
google,google1623,1623,14
google.com,google.com1747,1747,4
yahoo,yahoo485,485,2
myspace,myspace747,747,3
mapquest,mapquest750,750,1
yahoo.com,yahoo.com1532,1532,10
ebay,ebay821,821,6
yahoo,yahoo1445,1445,2
yahoo,yahoo1614,1614,3
yahoo,yahoo1684,1684,2
myspace.com,myspace.com1031,1031,6
myspace.com,myspace.com1057,1057,2
www.google.com,www.google.com329,329,3
www.google.com,www.google.com330,330,6
www.google.com,www.google.com494,494,1
google.com,google.com184,184,2
mapquest,mapquest2125,2125,5
google.com,google.com289,289,6
google.com,google.com1365,1365,7
www.google.com,www.google.com740,740,1
-,-947,947,9
google.com,google.com1671,1671,8
-,-723,723,6
mapquest,mapquest1338,1338,2
mapquest,mapquest449,449,7
google.com,google.com763,763,1
yahoo.com,yahoo.com2182,2182,8
ebay,ebay1301,1301,1
google,google1133,1133,3
google.com,google.com1248,1248,3
myspace,myspace318,318,1
yahoo.com,yahoo.com911,911,3
yahoo.com,yahoo.com1292,1292,6
myspace.com,myspace.com1302,1302,3
myspace.com,myspace.com1472,1472,1
yahoo.com,yahoo.com1564,1564,2
yahoo,yahoo433,433,6
www.google.com,www.google.com145,145,1
google,google2115,2115,11
myspace.com,myspace.com1190,1190,3
yahoo.com,yahoo.com385,385,3
yahoo.com,yahoo.com1057,1057,3
yahoo.com,yahoo.com1071,1071,1
yahoo.com,yahoo.com1146,1146,6
yahoo.com,yahoo.com1320,1320,5
yahoo.com,yahoo.com1368,1368,2
google.com,google.com1462,1462,3
yahoo.com,yahoo.com1408,1408,4
mapquest,mapquest741,741,6
myspace,myspace529,529,2
myspace,myspace1026,1026,3
mapquest,mapquest528,528,4
ebay,ebay544,544,3
ebay,ebay670,670,8
ebay,ebay914,914,2
ebay,ebay1121,1121,9
ebay,ebay1147,1147,4
ebay,ebay1393,1393,1
ebay,ebay1440,1440,6
ebay,ebay1502,1502,2
ebay,ebay1514,1514,4
ebay,ebay1826,1826,5
ebay,ebay2079,2079,2
google.com,google.com757,757,7
ebay,ebay1914,1914,2
www.google.com,www.google.com1963,1963,5
mapquest,mapquest2081,2081,3
google.com,google.com1432,1432,1
www.google.com,www.google.com299,299,5
myspace.com,myspace.com121,121,3
www.google.com,www.google.com501,501,1
yahoo.com,yahoo.com1655,1655,7
myspace.com,myspace.com2135,2135,2
www.google.com,www.google.com381,381,8
www.google.com,www.google.com956,956,5
www.google.com,www.google.com1151,1151,2
mapquest,mapquest1273,1273,2
mapquest,mapquest1632,1632,1
myspace,myspace574,574,6
myspace.com,myspace.com574,574,6
google,google677,677,2
www.google.com,www.google.com359,359,12
ebay,ebay1096,1096,5
myspace,myspace2017,2017,13
google.com,google.com1262,1262,6
www.google.com,www.google.com495,495,5
yahoo.com,yahoo.com495,495,4
google.com,google.com766,766,1
google.com,google.com1385,1385,2
google.com,google.com1389,1389,7
google.com,google.com1409,1409,6
google.com,google.com1429,1429,5
google.com,google.com1889,1889,2
yahoo.com,yahoo.com1919,1919,5
google.com,google.com1933,1933,15
google.com,google.com1961,1961,6
google.com,google.com2081,2081,6
google.com,google.com2201,2201,4
myspace.com,myspace.com1198,1198,9
mapquest,mapquest1388,1388,4
yahoo,yahoo944,944,2
yahoo.com,yahoo.com160,160,4
yahoo.com,yahoo.com175,175,2
yahoo.com,yahoo.com244,244,3
-,-244,244,5
yahoo.com,yahoo.com363,363,3
google.com,google.com389,389,2
yahoo,yahoo1056,1056,2
yahoo.com,yahoo.com1247,1247,17
yahoo.com,yahoo.com1248,1248,4
yahoo,yahoo1366,1366,7
myspace,myspace1463,1463,2
myspace,myspace1660,1660,2
www.google.com,www.google.com974,974,7
www.google.com,www.google.com1250,1250,1
www.google.com,www.google.com1528,1528,5
mapquest,mapquest1439,1439,6
mapquest,mapquest725,725,1
-,-796,796,2
www.google.com,www.google.com1416,1416,1
myspace.com,myspace.com415,415,2
yahoo.com,yahoo.com2005,2005,8
www.google.com,www.google.com91,91,1
www.google.com,www.google.com114,114,12
www.google.com,www.google.com132,132,1
www.google.com,www.google.com267,267,4
www.google.com,www.google.com363,363,1
www.google.com,www.google.com647,647,12
yahoo,yahoo824,824,1
yahoo.com,yahoo.com77,77,1
google.com,google.com401,401,10
www.google.com,www.google.com732,732,1
google.com,google.com1188,1188,4
yahoo.com,yahoo.com1188,1188,3
google.com,google.com2147,2147,4
ebay,ebay1809,1809,2
ebay,ebay1818,1818,2
google.com,google.com914,914,2
myspace.com,myspace.com1652,1652,5
yahoo.com,yahoo.com410,410,5
yahoo,yahoo410,410,1
google.com,google.com354,354,5
google.com,google.com733,733,2
ebay,ebay1539,1539,4
google.com,google.com1440,1440,4
ebay,ebay1963,1963,2
google,google967,967,1
google,google1890,1890,6
myspace.com,myspace.com1013,1013,1
www.google.com,www.google.com1236,1236,1
myspace.com,myspace.com2196,2196,5
-,-409,409,5
www.google.com,www.google.com598,598,2
myspace.com,myspace.com399,399,1
mapquest,mapquest1926,1926,1
www.google.com,www.google.com607,607,1
-,-1120,1120,8
yahoo.com,yahoo.com1151,1151,5
yahoo.com,yahoo.com1567,1567,1
yahoo.com,yahoo.com1590,1590,1
google.com,google.com888,888,3
ebay,ebay1903,1903,2
mapquest,mapquest1541,1541,1
google.com,google.com2033,2033,2
mapquest,mapquest248,248,3
google.com,google.com2030,2030,3
mapquest,mapquest1245,1245,6
-,-592,592,10
google,google389,389,4
-,-29,29,1
mapquest,mapquest1407,1407,5
www.google.com,www.google.com1740,1740,1
mapquest,mapquest1885,1885,2
www.google.com,www.google.com273,273,1
google.com,google.com254,254,4
myspace,myspace1118,1118,1
mapquest,mapquest1653,1653,10
google.com,google.com626,626,2
google,google1017,1017,2
www.google.com,www.google.com307,307,2
google,google1184,1184,7
google,google919,919,3
google.com,google.com1697,1697,11
yahoo.com,yahoo.com1029,1029,4
yahoo.com,yahoo.com2032,2032,3
google,google2200,2200,12
yahoo.com,yahoo.com1163,1163,3
yahoo.com,yahoo.com1238,1238,2
yahoo.com,yahoo.com1307,1307,1
yahoo.com,yahoo.com1667,1667,2
myspace.com,myspace.com2088,2088,10
mapquest,mapquest2129,2129,3
google.com,google.com539,539,2
yahoo.com,yahoo.com727,727,4
ebay,ebay153,153,1
www.google.com,www.google.com1168,1168,1
google.com,google.com1481,1481,3
google.com,google.com674,674,4
yahoo.com,yahoo.com675,675,2
www.google.com,www.google.com1992,1992,3
myspace.com,myspace.com1259,1259,1
www.google.com,www.google.com1882,1882,1
mapquest,mapquest1672,1672,4
www.google.com,www.google.com264,264,8
www.google.com,www.google.com265,265,5
google,google1000,1000,4
google.com,google.com684,684,1
mapquest,mapquest661,661,3
google.com,google.com986,986,1
google.com,google.com385,385,3
google.com,google.com395,395,4
google.com,google.com1562,1562,1
yahoo,yahoo1802,1802,6
www.google.com,www.google.com1455,1455,3
google,google798,798,3
www.google.com,www.google.com2055,2055,2
mapquest,mapquest922,922,5
yahoo.com,yahoo.com1955,1955,7
google,google574,574,19
www.google.com,www.google.com1295,1295,1
yahoo,yahoo104,104,3
yahoo,yahoo1569,1569,2
yahoo,yahoo1602,1602,5
yahoo,yahoo1673,1673,8
yahoo,yahoo1689,1689,1
yahoo,yahoo1691,1691,1
yahoo,yahoo1719,1719,6
yahoo,yahoo1727,1727,4
yahoo,yahoo1962,1962,8
yahoo,yahoo2057,2057,9
yahoo,yahoo2145,2145,3
myspace,myspace313,313,1
mapquest,mapquest25,25,2
mapquest,mapquest247,247,1
mapquest,mapquest1246,1246,12
yahoo.com,yahoo.com1845,1845,7
google.com,google.com2120,2120,1
ebay,ebay2112,2112,11
yahoo.com,yahoo.com1454,1454,9
www.google.com,www.google.com400,400,2
mapquest,mapquest1628,1628,9
google,google581,581,4
google,google821,821,5
google,google1061,1061,1
www.google.com,www.google.com1600,1600,2
google.com,google.com1616,1616,3
myspace.com,myspace.com1094,1094,2
www.google.com,www.google.com446,446,4
google.com,google.com1338,1338,3
google.com,google.com1582,1582,8
google.com,google.com35,35,2
google.com,google.com541,541,2
myspace.com,myspace.com611,611,2
www.google.com,www.google.com134,134,9
google.com,google.com377,377,9
www.google.com,www.google.com1818,1818,3
google.com,google.com1580,1580,11
yahoo,yahoo972,972,8
yahoo,yahoo762,762,3
yahoo.com,yahoo.com1413,1413,4
yahoo.com,yahoo.com1455,1455,6
yahoo.com,yahoo.com1624,1624,3
yahoo.com,yahoo.com1679,1679,2
myspace.com,myspace.com1328,1328,1
mapquest,mapquest862,862,4
www.google.com,www.google.com1676,1676,8
mapquest,mapquest786,786,5
myspace.com,myspace.com1148,1148,4
mapquest,mapquest597,597,8
www.google.com,www.google.com1316,1316,7
google.com,google.com1817,1817,3
google.com,google.com2015,2015,16
google,google1161,1161,18
google,google1185,1185,8
google.com,google.com1267,1267,3
myspace.com,myspace.com65,65,3
myspace.com,myspace.com1983,1983,4
-,-1149,1149,10
ebay,ebay929,929,3
www.google.com,www.google.com2013,2013,3
mapquest,mapquest1442,1442,1
mapquest,mapquest1604,1604,2
yahoo.com,yahoo.com505,505,2
www.google.com,www.google.com708,708,1
google.com,google.com1068,1068,2
google.com,google.com1029,1029,3
google.com,google.com1575,1575,2
yahoo,yahoo1940,1940,12
www.google.com,www.google.com464,464,2
mapquest,mapquest1880,1880,2
yahoo.com,yahoo.com548,548,4
yahoo.com,yahoo.com817,817,6
www.google.com,www.google.com985,985,1
www.google.com,www.google.com1359,1359,1
google.com,google.com851,851,3
yahoo,yahoo978,978,6
yahoo,yahoo1022,1022,2
yahoo,yahoo1194,1194,8
yahoo,yahoo1479,1479,2
-,-773,773,2
www.google.com,www.google.com480,480,4
google.com,google.com971,971,3
myspace.com,myspace.com696,696,2
mapquest,mapquest1174,1174,6
yahoo,yahoo150,150,2
google.com,google.com220,220,1
mapquest,mapquest1928,1928,4
mapquest,mapquest2184,2184,1
www.google.com,www.google.com1160,1160,2
myspace.com,myspace.com2082,2082,6
mapquest,mapquest1665,1665,2
myspace.com,myspace.com144,144,7
www.google.com,www.google.com1334,1334,2
google,google1085,1085,2
yahoo.com,yahoo.com296,296,3
ebay,ebay374,374,5
ebay,ebay2109,2109,3
yahoo,yahoo1650,1650,7
yahoo.com,yahoo.com1653,1653,6
myspace.com,myspace.com1705,1705,4
myspace.com,myspace.com1723,1723,5
mapquest,mapquest1969,1969,2
myspace.com,myspace.com1375,1375,1
myspace,myspace305,305,3
myspace,myspace734,734,4
myspace,myspace1920,1920,3
mapquest,mapquest72,72,1
www.google.com,www.google.com1104,1104,1
ebay,ebay54,54,1
google,google54,54,3
ebay,ebay150,150,1
ebay,ebay198,198,1
ebay,ebay294,294,1
ebay,ebay390,390,1
ebay,ebay726,726,1
ebay,ebay990,990,1
ebay,ebay1158,1158,2
ebay,ebay1159,1159,2
ebay,ebay1375,1375,2
ebay,ebay1400,1400,4
ebay,ebay1496,1496,1
ebay,ebay1616,1616,3
ebay,ebay1830,1830,1
ebay,ebay1999,1999,2
ebay,ebay2166,2166,1
www.google.com,www.google.com926,926,1
ebay,ebay681,681,3
ebay,ebay699,699,1
mapquest,mapquest1426,1426,6
google,google269,269,2
google,google76,76,1
google,google150,150,2
myspace.com,myspace.com266,266,2
google,google606,606,2
yahoo,yahoo1276,1276,1
yahoo,yahoo1837,1837,2
google.com,google.com1768,1768,6
yahoo,yahoo2049,2049,1
google.com,google.com792,792,5
mapquest,mapquest1795,1795,5
google.com,google.com61,61,2
myspace.com,myspace.com1557,1557,4
myspace.com,myspace.com1395,1395,1
yahoo.com,yahoo.com1628,1628,5
myspace.com,myspace.com1809,1809,4
www.google.com,www.google.com996,996,3
google.com,google.com1943,1943,4
www.google.com,www.google.com190,190,2
mapquest,mapquest660,660,5
myspace.com,myspace.com264,264,2
yahoo.com,yahoo.com398,398,6
yahoo.com,yahoo.com1904,1904,3
yahoo.com,yahoo.com2035,2035,5
yahoo.com,yahoo.com1335,1335,1
mapquest,mapquest2086,2086,4
ebay,ebay1662,1662,1
ebay,ebay1683,1683,1
ebay,ebay1733,1733,1
ebay,ebay1795,1795,5
ebay,ebay1805,1805,1
www.google.com,www.google.com403,403,5
myspace,myspace1066,1066,2
myspace.com,myspace.com1068,1068,2
mapquest,mapquest168,168,3
mapquest,mapquest928,928,2
mapquest,mapquest262,262,1
mapquest,mapquest905,905,2
mapquest,mapquest926,926,5
-,-247,247,2
www.google.com,www.google.com1559,1559,4
www.google.com,www.google.com934,934,3
yahoo.com,yahoo.com1787,1787,1
myspace.com,myspace.com1539,1539,2
myspace.com,myspace.com1551,1551,4
myspace,myspace1563,1563,4
myspace.com,myspace.com1564,1564,1
myspace.com,myspace.com1592,1592,1
myspace.com,myspace.com1610,1610,2
myspace.com,myspace.com1659,1659,5
myspace.com,myspace.com1718,1718,1
myspace.com,myspace.com1769,1769,3
myspace.com,myspace.com1779,1779,3
myspace.com,myspace.com1828,1828,2
google.com,google.com1070,1070,8
mapquest,mapquest128,128,3
www.google.com,www.google.com1365,1365,7
ebay,ebay2145,2145,3
yahoo,yahoo625,625,4
yahoo,yahoo830,830,3
yahoo,yahoo844,844,3
yahoo,yahoo1293,1293,11
yahoo,yahoo1542,1542,3
myspace,myspace1735,1735,1
myspace,myspace2053,2053,4
google,google875,875,7
-,-1347,1347,2
google.com,google.com978,978,12
google,google222,222,3
mapquest,mapquest222,222,1
google,google1207,1207,2
www.google.com,www.google.com837,837,4
google.com,google.com1825,1825,4
mapquest,mapquest1629,1629,7
www.google.com,www.google.com2011,2011,3
mapquest,mapquest994,994,5
mapquest,mapquest43,43,1
mapquest,mapquest692,692,11
mapquest,mapquest860,860,3
mapquest,mapquest1345,1345,2
mapquest,mapquest1507,1507,3
mapquest,mapquest1727,1727,1
mapquest,mapquest1929,1929,5
google.com,google.com1690,1690,2
google.com,google.com1907,1907,1
yahoo.com,yahoo.com1747,1747,3
google.com,google.com670,670,5
-,-919,919,9
www.google.com,www.google.com968,968,1
-,-628,628,3
-,-724,724,3
myspace.com,myspace.com394,394,2
mapquest,mapquest889,889,1
yahoo,yahoo1488,1488,5
yahoo,yahoo1634,1634,2
yahoo,yahoo1657,1657,3
yahoo,yahoo2016,2016,5
google,google2155,2155,13
yahoo,yahoo998,998,2
www.google.com,www.google.com933,933,4
google.com,google.com1381,1381,1
google.com,google.com1198,1198,4
yahoo,yahoo1541,1541,4
ebay,ebay1827,1827,1
yahoo,yahoo2141,2141,1
-,-102,102,1
yahoo.com,yahoo.com1244,1244,6
myspace.com,myspace.com1553,1553,2
www.google.com,www.google.com455,455,3
myspace.com,myspace.com30,30,3
-,-1169,1169,7
mapquest,mapquest1998,1998,1
mapquest,mapquest2176,2176,1
yahoo,yahoo1543,1543,1
ebay,ebay30,30,1
ebay,ebay845,845,1
google,google1348,1348,4
ebay,ebay1731,1731,3
ebay,ebay1804,1804,1
ebay,ebay2139,2139,2
myspace.com,myspace.com577,577,3
myspace.com,myspace.com1183,1183,1
yahoo,yahoo275,275,12
www.google.com,www.google.com89,89,1
www.google.com,www.google.com1624,1624,1
www.google.com,www.google.com1630,1630,8
www.google.com,www.google.com1720,1720,3
google.com,google.com860,860,4
ebay,ebay1108,1108,1
ebay,ebay1167,1167,4
mapquest,mapquest102,102,6
mapquest,mapquest103,103,2
www.google.com,www.google.com1177,1177,1
mapquest,mapquest1436,1436,2
google.com,google.com1699,1699,8
-,-1038,1038,1
www.google.com,www.google.com27,27,1
google.com,google.com194,194,2
google.com,google.com1521,1521,1
-,-465,465,7
www.google.com,www.google.com1176,1176,7
google,google1777,1777,10
google.com,google.com360,360,3
myspace,myspace1969,1969,4
www.google.com,www.google.com714,714,2
google.com,google.com886,886,4
myspace.com,myspace.com1454,1454,2
mapquest,mapquest1117,1117,3
yahoo,yahoo1164,1164,4
www.google.com,www.google.com82,82,6
myspace,myspace76,76,1
mapquest,mapquest984,984,4
mapquest,mapquest1945,1945,2
mapquest,mapquest144,144,3
mapquest,mapquest1055,1055,4
google.com,google.com734,734,3
google.com,google.com780,780,4
www.google.com,www.google.com1529,1529,2
ebay,ebay1682,1682,3
mapquest,mapquest2000,2000,1
myspace,myspace1452,1452,3
-,-1157,1157,3
google.com,google.com471,471,9
yahoo.com,yahoo.com248,248,1
www.google.com,www.google.com1916,1916,4
-,-888,888,5
www.google.com,www.google.com623,623,3
www.google.com,www.google.com716,716,8
www.google.com,www.google.com930,930,3
www.google.com,www.google.com1285,1285,7
www.google.com,www.google.com1557,1557,2
www.google.com,www.google.com1846,1846,4
www.google.com,www.google.com1894,1894,7
www.google.com,www.google.com1942,1942,5
www.google.com,www.google.com2206,2206,5
www.google.com,www.google.com331,331,1
yahoo,yahoo290,290,1
-,-462,462,2
yahoo,yahoo784,784,7
mapquest,mapquest935,935,2
yahoo,yahoo154,154,6
www.google.com,www.google.com445,445,1
mapquest,mapquest559,559,2
yahoo.com,yahoo.com1989,1989,3
mapquest,mapquest760,760,2
-,-626,626,2
google.com,google.com440,440,1
google.com,google.com442,442,2
www.google.com,www.google.com443,443,1
myspace.com,myspace.com1293,1293,5
ebay,ebay433,433,3
myspace,myspace1358,1358,2
myspace,myspace1429,1429,2
mapquest,mapquest824,824,1
www.google.com,www.google.com419,419,5
www.google.com,www.google.com585,585,1
google.com,google.com2107,2107,14
myspace.com,myspace.com1633,1633,1
www.google.com,www.google.com169,169,5
mapquest,mapquest2022,2022,2
www.google.com,www.google.com2106,2106,3
myspace.com,myspace.com1195,1195,2
myspace.com,myspace.com1958,1958,11
myspace.com,myspace.com2112,2112,4
myspace,myspace428,428,3
-,-75,75,7
www.google.com,www.google.com874,874,1
mapquest,mapquest151,151,1
google,google391,391,3
yahoo,yahoo147,147,2
yahoo,yahoo148,148,2
ebay,ebay267,267,3
myspace,myspace459,459,1
ebay,ebay1589,1589,2
mapquest,mapquest2001,2001,2
google.com,google.com468,468,3
google.com,google.com2010,2010,1
www.google.com,www.google.com1390,1390,2
google,google1618,1618,12
google.com,google.com2112,2112,4
google,google79,79,2
google,google245,245,6
google,google583,583,5
yahoo,yahoo2183,2183,11
mapquest,mapquest912,912,2
mapquest,mapquest1248,1248,2
google.com,google.com1734,1734,2
myspace.com,myspace.com1968,1968,7
yahoo,yahoo766,766,6
myspace.com,myspace.com1658,1658,3
google.com,google.com2113,2113,4
myspace,myspace2038,2038,7
google.com,google.com927,927,8
google.com,google.com1673,1673,1
myspace.com,myspace.com2143,2143,3
www.google.com,www.google.com87,87,1
www.google.com,www.google.com313,313,1
www.google.com,www.google.com337,337,3
www.google.com,www.google.com356,356,4
www.google.com,www.google.com451,451,3
www.google.com,www.google.com742,742,2
www.google.com,www.google.com811,811,18
www.google.com,www.google.com830,830,4
www.google.com,www.google.com854,854,2
www.google.com,www.google.com1125,1125,5
www.google.com,www.google.com1225,1225,1
yahoo.com,yahoo.com504,504,6
yahoo.com,yahoo.com1821,1821,6
google.com,google.com1064,1064,1
myspace.com,myspace.com768,768,3
myspace.com,myspace.com2199,2199,4
myspace.com,myspace.com2201,2201,5
myspace.com,myspace.com1335,1335,1
yahoo,yahoo963,963,1
ebay,ebay1154,1154,1
myspace.com,myspace.com1332,1332,5
google,google750,750,5
google,google822,822,5
yahoo,yahoo1981,1981,2
yahoo.com,yahoo.com64,64,4
google,google198,198,3
mapquest,mapquest596,596,5
google,google1490,1490,4
mapquest,mapquest1898,1898,2
myspace.com,myspace.com1825,1825,6
google.com,google.com117,117,15
yahoo,yahoo171,171,2
yahoo,yahoo249,249,3
myspace.com,myspace.com616,616,5
yahoo,yahoo630,630,2
yahoo,yahoo1039,1039,1
yahoo,yahoo1710,1710,2
yahoo,yahoo2099,2099,4
google,google1370,1370,5
www.google.com,www.google.com1508,1508,5
www.google.com,www.google.com1955,1955,4
mapquest,mapquest2088,2088,3
ebay,ebay1681,1681,4
myspace.com,myspace.com592,592,3
google,google101,101,5
google,google340,340,3
google,google366,366,1
google,google413,413,2
-,-605,605,2
-,-871,871,2
google,google872,872,5
google,google1278,1278,3
google,google1279,1279,2
yahoo,yahoo1281,1281,2
-,-1302,1302,2
yahoo,yahoo1330,1330,1
myspace.com,myspace.com1006,1006,11
myspace.com,myspace.com1079,1079,2
www.google.com,www.google.com1957,1957,7
google.com,google.com1220,1220,4
google.com,google.com309,309,7
google.com,google.com72,72,2
google.com,google.com1416,1416,2
google.com,google.com2151,2151,4
myspace,myspace488,488,2
myspace,myspace536,536,3
myspace,myspace625,625,2
myspace,myspace633,633,3
myspace,myspace637,637,2
myspace,myspace685,685,4
myspace,myspace706,706,2
myspace,myspace709,709,1
myspace,myspace738,738,2
myspace,myspace746,746,5
myspace,myspace769,769,5
myspace,myspace811,811,12
myspace,myspace823,823,1
google.com,google.com1922,1922,4
yahoo,yahoo222,222,3
